,Academic Year,Mobility Duration,Field of Education,Participant Country,Education Level,Participant Gender,Fewer Opportunities,Participant Age,Sending Country,Sending City,Sending Organization,Receiving Country,Receiving City,Receiving Organization
281749,2016,76,Pharmacy,Greece,ISCED-9 - Not elsewhere classified,Male,No,26,Slovakia,Bratislava 1,UNIVERZITA KOMENSKEHO V BRATISLAVE,Czech Republic,BRNO STRED,Masarykova univerzita
342461,2015,310,Medicine,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Germany,Rostock,UNIVERSITAET ROSTOCK,France,Nancy,UNIVERSITE DE LORRAINE
42634,2019,94,Business and administration,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,26,Germany,KOLN,TECHNISCHE HOCHSCHULE KOLN,Poland,WARSZAWA,UNIWERSYTET WARSZAWSKI
230285,2022,152,Education,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,Netherlands,ROTTERDAM,HOGESCHOOL ROTTERDAM,Sweden,GOETEBORG,UGOT
218655,2023,142,Environmental sciences,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,22,Germany,Potsdam,UP,Italy,Firenze,UNIVERSITA DEGLI STUDI DI FIRENZE
85126,2019,145,Engineering and engineering trades,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Italy,MESSINA,UNIVERSITA DEGLI STUDI DI MESSINA,Spain,SEVILLA,UNIVERSIDAD DE SEVILLA
458288,2024,28,Physics,Hungary,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,0,29,Hungary,Budapest,EOTVOS LORAND TUDOMANYEGYETEM,Slovakia,Bratislava,UK BA
33493,2014,144,Languages,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,23,Germany,MUENSTER,WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER,Spain,Granada,UNIVERSIDAD DE GRANADA
167002,2024,80,Psychology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,28,Austria,WIEN,UNIVERSITAT WIEN,Germany,Berlin,-
39016,2019,42,Arts,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Germany,Schwäbisch Gmünd,Hochschule für Gestaltung Schwäbisch Gmünd,France,NANTES,ECOLE DE DESIGN NANTES ATLANTIQUE
253888,2021,148,Audio-visual techniques and media production,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,???,23,Netherlands,Amsterdam,STICHTING HOGESCHOOL VAN AMSTERDAM,Germany,Stuttgart,HOCHSCHULE DER MEDIEN
195473,2014,92,"Engineering, manufacturing and construction",Romania,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,24,Romania,CRAIOVA,UNIVERSITATEA DIN CRAIOVA,Czech Republic,PRAHA 1,UNIVERZITA KARLOVA V PRAZE
207835,2016,97,Architecture and town planning,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,34,Italy,VENEZIA,UNIVERSITA IUAV DI VENEZIA,Spain,Barcelona,Ag�ncia d�Ecologia Urbana de Barcelona
300082,2017,177,Economics,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Turkey,ESKISEHIR,ANADOLU UNIVERSITY,Czech Republic,Praha 8 - Libeň,"Central Bohemia University, o.p.s."
503895,2024,151,Education science,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,Portugal,COIMBRA,INSTITUTO POLITECNICO DE COIMBRA
463781,2017,145,"Travel, tourism and leisure",Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,24,Spain,MOSTOLES,UNIVERSIDAD REY JUAN CARLOS,Portugal,AVEIRO,UNIVERSIDADE DE AVEIRO
304366,2015,126,Audio-visual techniques and media production,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,24,Belgium,LIEGE,UNIVERSITE DE LIEGE,Germany,Frankfurt/Main,JOHANN WOLFGANG GOETHE UNIVERSITAET FRANKFURT AM MAIN
830202,2024,150,"Motor vehicles, ships and aircraft",Spain,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,23,Spain,VALENCIA,UPV,Italy,Roma,-
558055,2019,294,Architecture and town planning,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,21,Spain,VALENCIA,UNIVERSITAT POLITECNICA DE VALENCIA,Italy,Roma,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA
457882,2024,134,Psychology,Hungary,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Hungary,Budapest,EOTVOS LORAND TUDOMANYEGYETEM,Poland,Warszawa,UNIWARSAW
164120,2022,7,Nursing and midwifery,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Belgium,GENT,ARTEVELDEHOGESCHOOL,Finland,HELSINKI,METROPOLIA
446589,2023,125,Information and Communication Technologies (ICTs),Croatia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Croatia,ZAGREB,SVEUCILISTE VERN,Spain,POZUELO DE ALARCON,ESIC BUSINESS & MARKETING SCHOOL
637192,2019,110,Business and administration,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Italy,MILANO,POLITECNICO DI MILANO,Finland,OULU,OULUN YLIOPISTO
775430,2024,144,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,22,Germany,Osnabrück,Osnabrück University of Applied Sciences,Türkiye,ISTANBUL,MU
600609,2017,274,Audio-visual techniques and media production,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Turkey,AFYONKARAHISAR,AFYON KOCATEPE UNIVERSITESI,Poland,KATOWICE,UNIWERSYTET SLASKI
136667,2015,60,Business and administration,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,18,France,Bordeaux,LYCEE TECHNIQUE NICOLAS BREMONTIER BORDEAUX,Ireland,DUBLIN,Fresh Goodfood Market
446416,2024,7,Music and performing arts,Croatia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,23,Croatia,ZAGREB,UNIVERSITY OF ZAGREB UNIZG,Italy,MILANO,UNIVERSITA DEGLI STUDI DI MILANO
551207,2019,270,Chemical engineering and processes,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Spain,HOYO DE MANZANARES,UNIVERSITAS NEBRISSENSIS SA,United Kingdom,Newcastle Upon Tyne,Procter and Gamble Company
142193,2021,267,Sociology and cultural studies,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,28,Germany,Hamburg,UNIVERSITAET HAMBURG,Norway,Trondheim,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU
101796,2022,61,Veterinary,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,25,Poland,WARSZAWA,SGGW WARSAW UNIVERSITY OF LIFE SCIENCES,Spain,Valencia,-
443722,2015,135,Business and administration,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Italy,BRESCIA,UNIVERSITA DEGLI STUDI DI BRESCIA,United Kingdom,NOTTINGHAM,THE NOTTINGHAM TRENT UNIVERSITY
176997,2021,112,Economics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Spain,BARCELONA,UNIVERSIDAD POMPEU FABRA,Netherlands,MAASTRICHT,UNIVERSITEIT MAASTRICHT
413290,2015,136,Earth sciences,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,France,NANTES CEDEX 1,UNIVERSITE DE NANTES,United Kingdom,PLYMOUTH,UNIVERSITY OF PLYMOUTH
657168,2019,133,Business and administration,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Netherlands,ENSCHEDE,STICHTING SAXION,Spain,MOSTOLES,UNIVERSIDAD REY JUAN CARLOS
589415,2018,91,Business and administration,Morocco,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,20,France,MONT-SAINT-AIGNAN,NEOMA BUSINESS SCHOOL,Netherlands,Amsterdam,RECRUIT A STUDENT B.V
67672,2014,151,"Travel, tourism and leisure",Bulgaria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,-,22,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Germany,WORMS,Hochschule Worms
599217,2021,131,Environmental sciences,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,25,Italy,FISCIANO SA,UNIVERSITA DEGLI STUDI DI SALERNO,Poland,KRAKOW,POLITECHNIKA KRAKOWSKA
125830,2021,142,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Germany,M�NSTER,FH Münster University of Applied Sciences,Belgium,GENT,ARTEVELDEHOGESCHOOL
646843,2021,118,Literature and linguistics,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Turkey,ISTANBUL,BOGAZICI UNIVERSITESI,France,PARIS,INSTITUT D'ETUDES POLITIQUES DE PARIS
342202,2023,80,Training for pre-school teachers,Spain,ISCED-5 - Short cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,0,23,Spain,ALCOBENDAS,I.E.S. VIRGEN DE LA PAZ,Germany,Köln,-
387568,2022,145,Psychology,Denmark,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,25,Denmark,KØBENHAVN,UCPH,Sweden,Stockholm,-
122383,2021,113,Humanities (except languages),Czechia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Czechia,BRNO STRED,Masarykova univerzita,Portugal,Lisboa,UNIVERSIDADE DE LISBOA
196427,2018,60,Business and administration,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,18,France,MARSEILLE,LYCEE PERIER,Spain,BARCELONA,ALKORA
582792,2018,151,Forestry,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,Italy,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,Austria,Wien,UNIVERSITAET FUER BODENKULTUR WIEN
123911,2021,153,Health,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,Germany,BAYREUTH,UNIVERSITAET BAYREUTH,Netherlands,ROTTERDAM,ERASMUS UNIVERSITEIT ROTTERDAM
249761,2022,81,Health,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,21,Poland,Lublin,Akademia Nauk Społecznych i Medycznych w Lublinie,Greece,Samos,-
154347,2020,90,"Social sciences, journalism and information",Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,27,Greece,KALLITHEA ATHINA,PANTEIO PANEPISTIMIO KOINONIKON KAI POLITIKON EPISTIMON,Belgium,Bruxelles,Permanent Representation of Greece to NATO
514852,2016,169,Pharmacy,Netherlands,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Netherlands,Utrecht,UNIVERSITEIT UTRECHT,Iceland,Reykjavik,University of Iceland
81956,2014,275,Architecture and town planning,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Spain,ALICANTE,UNIVERSIDAD DE ALICANTE,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
159548,2022,150,Language acquisition,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,24,Belgium,Brussels,ULB,Germany,Heidelberg,UHEI
515407,2017,112,Audio-visual techniques and media production,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Ireland,DUBLIN,"DUN LAOGHAIRE INSTITUTE OF ART, DESIGN & TECHNOLOGY",Spain,Madrid,Aula Abierta S.A.
27665,2014,122,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,26,Germany,OSNABRUCK,STIFTUNG FACHHOCHSCHULE OSNABRUECK,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO
122188,2022,144,Political sciences and civics,Sweden,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,26,Sweden,GOETEBORG,Göteborgs universitet,Czechia,Prague,-
405125,2015,279,Law,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,France,REIMS,UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE,Croatia,ZAGREB,SVEUCILISTE U ZAGREBU
49153,2023,150,Information and Communication Technologies (ICTs),Palestine,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,Palestine,BIRZEIT,BIRZEIT UNIVERSITY,Spain,MADRID,UNIVERSIDAD AUTONOMA DE MADRID
157229,2021,90,Medicine,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Greece,RETHYMNO,PANEPISTIMIO KRITIS,Germany,GIESSEN,JUSTUS-LIEBIG-UNIVERSITAET GIESSEN
830378,2024,270,Journalism and information,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,21,Spain,VALENCIA,UPV,Portugal,Lisboa,IPL
196096,2018,123,Agriculture,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,21,France,RENNES,"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement",Poland,WROCLAW,UNIWERSYTET PRZYRODNICZY WE WROCLAWIU
52353,2021,120,Business and administration,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,Türkiye,MASLAK ISTANBUL,ITU,Poland,KATOWICE,UNIWERSYTET EKONOMICZNY W KATOWICACH
153136,2018,60,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Spain,JAEN,UNIVERSIDAD DE JAEN,Italy,MACERATA,UNIVERSITA DEGLI STUDI DI MACERATA
4935,2023,109,Marketing and advertising,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,Belgium,MECHELEN,Thomas More,Portugal,Lisbon,-
400913,2022,272,History and archaeology,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,19,Spain,Murcia,UNIVERSIDAD DE MURCIA,Italy,VITERBO,UNITUS
71033,2023,129,Marketing and advertising,Ukraine,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,18,Ukraine,ZHYTOMYR,ZPSU,Croatia,Zagreb,Poslovno veleučilište Zagreb
576375,2021,66,Sports,Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,20,Spain,OVIEDO,Instituto de Educación Secundaria Alfonso II,Italy,Rímini,Sistema Turismo s.r.l.
655744,2019,133,Arts,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Netherlands,GRONINGEN,RIJKSUNIVERSITEIT GRONINGEN,Spain,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID
617392,2021,150,Biology,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,???,24,Netherlands,Nijmegen,Stichting Radboud Universiteit,Germany,Duisburg,UNIVERSITAET DUISBURG-ESSEN
98346,2018,151,Engineering and engineering trades,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Germany,Aachen,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,United Kingdom,London,UNIVERSITY COLLEGE LONDON
577196,2019,135,Marketing and advertising,Algeria,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,21,France,VILLETANEUSE,UNIVERSITE PARIS 13,Spain,Valencia,UNIVERSITAT DE VALENCIA
278386,2016,111,Economics,Slovenia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Slovenia,LJUBLJANA,UNIVERZA V LJUBLJANI,Portugal,LISBOA,ENSINUS-ESTUDOS SUPERIORES SA
249047,2022,303,Business and administration,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,25,Poland,WARSZAWA,WARSAW SCHOOL OF ECONOMICS,France,PARIS,-
498811,2016,137,Business and administration,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,32,Italy,PARMA,UNIVERSITA DEGLI STUDI DI PARMA,Sweden,FALUN,HOGSKOLAN DALARNA
70978,2014,154,Architecture and construction,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,Spain,Barcelona,UNIVERSITAT POLITECNICA DE CATALUNYA,Denmark,RISSKOV,VIA UNIVERSITY COLLEGE
243427,2021,150,"Travel, tourism and leisure",Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Poland,POZNAN,AWF poznan,Spain,GIRONA,UNIVERSITAT DE GIRONA
65985,2014,138,Management and administration,Andorra,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Spain,BARCELONA,UNIVERSITAT RAMON LLULL FUNDACIO,France,Evry Cedex,TELECOM ECOLE DE MANAGEMENT
31013,2019,198,Audio-visual techniques and media production,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Germany,Köln,UNIVERSITAET ZU KÖLN,Italy,Bologna,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
258961,2021,276,Economics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Netherlands,Utrecht,UNIVERSITEIT UTRECHT,Italy,Rome,LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI
214291,2014,257,Biological and related sciences,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,United Kingdom,BIRMINGHAM,THE UNIVERSITY OF BIRMINGHAM,France,TOULOUSE CEDEX 9,UNIVERSITE PAUL SABATIER TOULOUSE III
432498,2016,180,Architecture and construction,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Spain,PAMPLONA,UNIVERSIDAD DE NAVARRA,Netherlands,Amsterdam,MVSA Architects
308428,2019,153,Economics,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Poland,POZNAN,UNIWERSYTET EKONOMICZNY W POZNANIU,Germany,MUENSTER,WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER
431303,2023,60,Wholesale and retail sales,France,ISCED-5 - Short cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,0,19,France,Béthune,Lycée général et technologique Louis Blaringhem,United States of America,LAUREL,-
30697,2023,90,Engineering and engineering trades,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,23,Greece,Χανιά,TUC,Netherlands,Leeuwarden,Wetsus
249857,2016,151,Architecture and town planning,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Poland,WARSZAWA,POLITECHNIKA WARSZAWSKA,Italy,MILANO,POLITECNICO DI MILANO
512641,2019,85,Teacher training with subject specialization,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Germany,KARLSRUHE,PAEDAGOGISCHE HOCHSCHULE KARLSRUHE,United Kingdom,Inverness,High Life Highland
352745,2016,285,Music and performing arts,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Yes,21,Belgium,Antwerpen,ARTESIS - PLANTIJN HOGESCHOOL ANTWERPEN,Denmark,K?BENHAVN,Rytmisk Musikkonservatorium
205493,2014,317,Management and administration,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,20,United Kingdom,LEICESTER,UNIVERSITY OF LEICESTER,Netherlands,Amsterdam,STICHTING VU-VUMC
456111,2023,139,Business and administration,Iran,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,37,Hungary,BUDAPEST,BUDAPEST METROPOLITAN UNIVERSITY,Germany,Berlin,bbw University of Applied Sciences
95236,2020,100,Pharmacy,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Italy,MILANO,UNIVERSITA DEGLI STUDI DI MILANO,Slovenia,NOVA GORICA,UNIVERZA V NOVI GORICI
197953,2020,151,Architecture and town planning,Slovenia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Slovenia,LJUBLJANA,UNIVERZA V LJUBLJANI,Poland,KRAKOW,POLITECHNIKA KRAKOWSKA
175066,2020,312,Biology,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,France,Strasbourg,UNIVERSITE DE STRASBOURG,Germany,Saarbrücken,UNIVERSITAT DES SAARLANDES
549063,2022,75,Political sciences and civics,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,???,20,Germany,Berlin,Freie Universitaet Berlin,United Kingdom,Colchester,UNIVERSITY OF ESSEX
205016,2018,64,Business and administration,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,France,PARIS,INSTITUT DES HAUTES ETUDES ECONOMIQUES ET COMMERCIALES,United Kingdom,LICHFIELD,Florette UK & Ireland
274390,2016,90,Fine arts,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,24,Sweden,STOCKHOLM,STOCKHOLMS UNIVERSITET,Finland,TAIDEYLIOPISTO,TAIDEYLIOPISTO
50747,2020,159,Biological and related sciences,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Spain,MADRID,FUNDACION UNIVERSITARIA SAN PABLO-CEU,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO
144107,2014,113,Economics,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,25,Italy,BARI,UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,Spain,MADRID,UNIVERSIDAD AUTONOMA DE MADRID
367219,2022,252,Law,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,23,Germany,BERLIN,UBER,France,Paris,-
847646,2023,131,Business and administration,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,Türkiye,ZONGULDAK,ZONGULDAK BULENT ECEVIT UNIVERSITY,Poland,Katowice,Akademia Gornoslaska / Katowice Business University
465885,2023,117,Law,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,19,Ireland,DUBLIN,NUID UCD,Italy,MILANO,UNIVERSITAT DE BARCELONA
578522,2018,60,Education science,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,19,Italy,Cosenza,"FONDAZIONE ISTITUTO TECNICO SUPERIORE  ""A. MONACO"" Settore energia",Spain,Palma de Mallorca,"ELE USAL MALLORCA, S.L."
240284,2024,101,Business and administration,China,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,24,Germany,VALLENDAR,WHU,France,TOULOUSE,TBS Education
616253,2019,240,Languages,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Ireland,DUBLIN,TECHNOLOGICAL UNIVERSITY DUBLIN,Spain,Badajoz,C.I.E.P Ciudad de Badajoz
424151,2023,113,Languages,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Italy,Lucca,SSML,France,LA GARDE,UTLN
527642,2021,90,Biology,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Poland,KRAKOW,UNIWERSYTET JAGIELLONSKI,Germany,HANNOVER,STIFTUNG TIERAERZTLICHE HOCHSCHULE HANNOVER
177656,2020,156,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,France,CERGY PONTOISE CEDEX,ASSOCIATION GROUPE ESSEC,Denmark,FREDERIKSBERG,COPENHAGEN BUSINESS SCHOOL
842407,2024,140,Business and administration,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Finland,TAMPERE,TAMPERE UNIVERSITY OF APPLIED SCIENCES LTD,Spain,MOSTOLES,URJC
411273,2017,70,Economics,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Germany,MANNHEIM,UNIVERSITAET MANNHEIM,United Kingdom,Coventry,THE UNIVERSITY OF WARWICK
208359,2014,285,"Finance, banking and insurance",United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,United Kingdom,BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,Luxembourg,Luxembourg,KMPG Luxembourg S.a.r.l
293617,2023,210,Medicine,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,21,Spain,OVIEDO,UNIOVI,Portugal,P  COIMBRA01,UNIVERSIDADE DE COIMBRA
566872,2016,122,Arts,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,United Kingdom,Colchester,UNIVERSITY OF ESSEX,Czech Republic,Praha,UNIVERZITA KARLOVA
101399,2014,313,Management and administration,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,France,Toulouse,UNIVERSITE PAUL SABATIER TOULOUSE III,United Kingdom,Wrexham,GLYNDWR UNIVERSITY/PRIFYSGOL GLYNDWR
659872,2018,143,"Travel, tourism and leisure",Estonia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,25,United Kingdom,BIRMINGHAM,UNIVERSITY COLLEGE BIRMINGHAM,Spain,LAS PALMAS DE GRAN CANARIA,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA
855116,2024,152,"Social sciences, journalism and information",France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,France,PARIS,SCIENCES PO,Türkiye,ISTANBUL,Sabanci University
228883,2015,131,Psychology,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,24,Poland,KRAKOW,UNIWERSYTET JAGIELLONSKI,Greece,RETHYMNO,PANEPISTIMIO KRITIS (UNIVERSITY OF CRETE)
362210,2016,164,Teacher training with subject specialization,Czech Republic,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,25,Czech Republic,Prague,UNIVERZITA KARLOVA V PRAZE,Italy,Naples,Università degli Studi di Napoli L'Orientale
180147,2020,61,Chemistry,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,PAMPLONA,UNIVERSIDAD DE NAVARRA,Germany,STRAUBING,TECHNISCHE UNIVERSITAET MUENCHEN
569659,2016,357,Languages,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,United Kingdom,BIRMINGHAM,ASTON UNIVERSITY,Spain,Madrid,CPSL
243481,2021,92,Business and administration,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,???,19,Italy,MILAN,UNIVERSITA COMMERCIALE LUIGI BOCCONI,United Kingdom,0,CITY UNIVERSITY OF LONDON
